FID,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,POP_SOURCE,geometry,CITY_NAME,POP_updated,POP_updated_year,capital,index__water,Name1__waterbody,Name2__waterbody,Name3__waterbody,TYPE__waterbody,ISO_CC__waterbody,SHAPE_Length__waterbody,SHAPE_Area__waterbody,distance_water,index__sea,Name1__sea,Name2__sea,Name3__sea,TYPE__sea,ISO_CC__sea,SHAPE_Length__sea,SHAPE_Area__sea,distance_sea,POP_rank_updated,city_type
2392,UGA-STB,South Buganda,UG,Uganda,Provincial capital,103293,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (3532612.759746674 -37292.02679222412),Masaka,87950,2022,0,2044012,,,,Inland perennial,UG,0.04012310377364902,9.834398242678663e-05,14.937287454431459,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,961.0912746153475,6,inland
2393,TZA-ZMG,Ziwa Magharibi,TZ,Tanzania,Provincial capital,0,0, , ,POINT (3540850.17986604 -147177.5405904644),Bukoba,144938,2022,0,2222320,Lake Victoria,,,Inland perennial,TZ,34.41320183264277,2.806566089789486,2.3046356884519876,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,903.0860649774345,5,inland
2394,TZA-MWN,Mwanza,TZ,Tanzania,Provincial capital,2772509,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (3661186.438153623 -280058.0293604146),Mwanza,21000,2022,0,2222320,Lake Victoria,,,Inland perennial,TZ,34.41320183264277,2.806566089789486,0.0,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,741.8144782066378,7,inland
2395,TZA-SHN,Shinyanga,TZ,Tanzania,Provincial capital,0,0, , ,POINT (3720408.297985645 -408264.2139535313),Shinyanga,500552,2021,0,2038798,,,,Inland perennial,TZ,0.021180236325258752,1.6825155015946428e-05,10.214909063209527,2404155,Indian Ocean,,,Ocean or Sea,,0.03191711500544392,2.9997215274229345e-05,648.1264059598338,3,inland
2396,TZA-TAB,Tabora,TZ,Tanzania,Provincial capital,0,0, , ,POINT (3654173.314689888 -559317.1276026512),Tabora,221466,2022,0,2038707,,,,Inland perennial,TZ,0.017704436410022548,1.7962681540561375e-05,8.213105705908491,2743025,Indian Ocean,,,Ocean or Sea,,0.8079090859981402,0.03943431309069628,672.0495460116475,5,inland
2397,ZAR-KOR,Kasai-Oriental,CG,"Congo, DRC",Provincial capital,2172000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (2634564.691051224 -685932.9555448028),Mbuji-Mayi,1213726,2004,0,2224678,Lubilash,,,Inland perennial,CD,2.6604515072332577,0.002076617491171156,11.14927157770329,2442645,Atlantic Ocean,,,Ocean or Sea,,0.29383168459447057,0.00291379636835457,1170.893129606989,2,inland
2398,BDI-CNK,Cankuzo,BY,Burundi,Provincial capital,0,0, , ,POINT (3397103.107355305 -352695.4826588205),Cankuzo,3624,2008,0,47533,,,,Inland perennial,BI,0.012925608342214432,7.48027222758591e-06,19.878348391970846,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,971.8438854115757,7,inland
2399,BDI-RTN,Rutana,BY,Burundi,Provincial capital,0,0, , ,POINT (3338805.972824516 -437940.8536870919),Rutana,5865,2008,0,2038788,,,,Inland perennial,TZ,0.01951140789440827,1.2681562390218948e-05,27.730434255614476,2743025,Indian Ocean,,,Ocean or Sea,,0.8079090859981402,0.03943431309069628,1005.516825067332,7,inland
2400,BDI-BUR,Bururi,BY,Burundi,Provincial capital,0,0, , ,POINT (3296392.5860439 -440172.3017250294),Bururi,4478,2008,0,2222219,Lake Tanganyika,,,Inland perennial,BI,2.8964327654952955,0.1449456183087997,19.863752862453918,2743025,Indian Ocean,,,Ocean or Sea,,0.8079090859981402,0.03943431309069628,1046.3161939811032,7,inland
2401,BDI-MKM,Makamba,BY,Burundi,Provincial capital,0,0, , ,POINT (3317320.763919062 -460516.8972882109),Makamba,9396,2008,0,2222219,Lake Tanganyika,,,Inland perennial,BI,2.8964327654952955,0.1449456183087997,29.05518047448808,2743025,Indian Ocean,,,Ocean or Sea,,0.8079090859981402,0.03943431309069628,1021.5151428485198,7,inland
2402,TZA-KIG,Kigoma,TZ,Tanzania,Provincial capital,0,0, , ,POINT (3297172.03894932 -543450.4437174731),Kigoma,859332,2012,0,2222221,Lake Tanganyika,,,Inland perennial,TZ,12.603163294261906,1.1643819003002076,0.0,2743025,Indian Ocean,,,Ocean or Sea,,0.8079090859981402,0.03943431309069628,1027.6131967536219,3,inland
2403,BDI-MYN,Muyinga,BY,Burundi,Provincial capital,0,0, , ,POINT (3375875.358125745 -318059.8696444299),Muyinga,9609,2008,0,47535,,,,Inland perennial,BI,0.05081218228114216,4.737898132336113e-05,7.368390864221472,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1003.0478165776954,7,inland
2404,BDI-KYN,Kayanza,BY,Burundi,Provincial capital,0,0, , ,POINT (3291350.145447022 -322964.2185264626),Kayanza,21767,2008,0,47534,,,,Inland perennial,BI,0.12819340550909272,0.00013600910341079008,7.150205649417746,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1081.6226511209074,7,inland
2405,BDI-NGO,Ngozi,BY,Burundi,Provincial capital,0,0, , ,POINT (3320103.966385521 -324302.441770618),Ngozi,39884,2008,0,2011568,,,,Inland perennial,RW,0.01653707460612128,1.0995209982720503e-05,18.132555539482365,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1053.8491413202642,7,inland
2406,BDI-BBN,Bubanza,BY,Burundi,Provincial capital,0,0, , ,POINT (3269086.459978671 -343397.2827439595),Bubanza,20031,2008,0,1192148,,,,Inland perennial,CD,0.021413427927926335,2.2852206330591295e-05,18.73478130696224,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1096.9353413738102,7,inland
2407,BDI-KRZ,Karuzi,BY,Burundi,Provincial capital,0,0, , ,POINT (3357729.387952982 -345258.4687933882),Karusi,10317,2008,0,47533,,,,Inland perennial,BI,0.012925608342214432,7.48027222758591e-06,30.838845575104138,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1011.6081326729618,7,inland
2408,BDI-MRM,Muramvya,BY,Burundi,Provincial capital,0,0, , ,POINT (3296392.5860439 -363208.6768225504),Muramvya,5458,2008,0,2222219,Lake Tanganyika,,,Inland perennial,BI,2.8964327654952955,0.1449456183087997,32.12847512629004,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1065.2214990628988,7,inland
2409,BDI-BJM,Bujumbura,BY,Burundi,National and provincial capital,0,0, , ,POINT (3267895.230017211 -375586.5341722627),Bujumbura,497166,2008,1,2222219,Lake Tanganyika,,,Inland perennial,BI,2.8964327654952955,0.1449456183087997,1.0637483710277584,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1089.4774957029797,4,inland
2410,BDI-GIT,Gitega,BY,Burundi,Provincial capital,0,0, , ,POINT (3332159.530446112 -382422.3537770046),Gitega,41944,2008,0,47531,,,,Inland perennial,BI,0.019760630245475468,1.9224936488400266e-05,56.09340069441538,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1025.6249998966848,7,inland
2411,BDI-RUY,Ruyigi,BY,Burundi,Provincial capital,0,0, , ,POINT (3366746.279399318 -387741.974738102),Ruyigi,7139,2008,0,47531,,,,Inland perennial,BI,0.019760630245475468,1.9224936488400266e-05,27.02492109920237,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,990.8630282055401,7,inland
2412,UGA-STH,Southern,UG,Uganda,Provincial capital,195160,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (3411830.662944796 -67460.52643287211),Mbarara,541603,2022,0,2044005,,,,Inland perennial,UG,0.026796758804300207,2.9913801130756335e-05,17.36564434960419,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,1053.7324778774248,3,inland
2413,ZAR-KIV,Kivu,CG,"Congo, DRC",Provincial capital,0,0, , ,POINT (3175722.694943653 -84271.18825593076),Buluko,47013,2004,0,2217880,Lac Bita,,,Inland perennial,CD,0.11435074873700725,0.00019357781102092656,72.76781912014611,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,1264.878972011491,7,inland
2414,RWA-RHN,Ruhengeri,RW,Rwanda,Provincial capital,0,0, , ,POINT (3298396.335604951 -167109.8999714648),Ruhengeri,1142162,2021,0,2218524,Lac Ruhondo,,,Inland perennial,RW,0.4889133014345934,0.0019737441759358713,9.175487991764218,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,1121.6599950428713,2,inland
2415,RWA-GSN,Gisenyi,RW,Rwanda,Provincial capital,0,0, , ,POINT (3256874.607431386 -188713.7373454763),Gisenyi,125682,2022,0,2218270,Lac Kivu,,,Inland perennial,CD,10.523235523573097,0.1942795974329894,0.5907945062976331,2758335,Indian Ocean,,,Ocean or Sea,,0.049706454651295445,3.290153736972161e-05,1153.9976822998065,5,inland
2416,RWA-KIB,Kibuye,RW,Rwanda,Provincial capital,0,0, , ,POINT (3267226.988049361 -228253.8879421496),Kibuye,11537,2012,0,2218270,Lac Kivu,,,Inland perennial,CD,10.523235523573097,0.1942795974329894,0.1302248072457424,2758335,Indian Ocean,,,Ocean or Sea,,0.049706454651295445,3.290153736972161e-05,1132.366723544969,7,inland
2417,RWA-GKN,Gikongoro,RW,Rwanda,Provincial capital,0,0, , ,POINT (3291350.145447022 -276526.0576187575),Gikongoro,3789,2013,0,2011568,,,,Inland perennial,RW,0.01653707460612128,1.0995209982720503e-05,38.59235813603877,2758335,Indian Ocean,,,Ocean or Sea,,0.049706454651295445,3.290153736972161e-05,1096.301823549102,7,inland
2418,RWA-CYN,Cyangugu,RW,Rwanda,Provincial capital,0,0, , ,POINT (3215997.081094214 -277949.0660709324),Cyangugu,27416,2012,0,1192190,,,,Inland perennial,CD,0.05383989963569964,3.400453678629213e-05,0.0716316573683754,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1167.2645504703,7,inland
2419,RWA-BYM,Byumba,RW,Rwanda,Provincial capital,0,0, , ,POINT (3346597.554429576 -175907.5315429659),Byumba,34544,2012,0,2011600,,,,Inland perennial,RW,0.021267047936434857,1.5202773987165674e-05,8.569320062107543,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,1073.1761917271986,7,inland
2420,RWA-KIG,Kigali,RW,Rwanda,National and provincial capital,859332,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (3346152.729100915 -217115.2676385635),Kigali,12325,2012,1,2011574,,,,Inland perennial,RW,0.015063441801608445,1.16213097258337e-05,14.067553006614256,2758335,Indian Ocean,,,Ocean or Sea,,0.049706454651295445,3.290153736972161e-05,1060.314680295296,7,inland
2421,RWA-GTR,Gitarama,RW,Rwanda,Provincial capital,0,0, , ,POINT (3312645.004407515 -231150.1786096937),Gitarama,149209,2012,0,2218001,Lac Cyohoha Sud,,,Inland perennial,RW,1.3365724231586902,0.0034465630232401894,38.453597789200714,2758335,Indian Ocean,,,Ocean or Sea,,0.049706454651295445,3.290153736972161e-05,1088.0266754768768,5,inland
2422,RWA-KBN,Kibungo,RW,Rwanda,Provincial capital,0,0, , ,POINT (3398951.563193722 -241253.0007155519),Kibungo,265360,2022,0,2218393,Lac Mugesera,,,Inland perennial,RW,1.1421457084795907,0.0034688672212127474,13.726753474800343,2758335,Indian Ocean,,,Ocean or Sea,,0.049706454651295445,3.290153736972161e-05,1002.6400252794306,4,inland
2423,RWA-BUT,Butare,RW,Rwanda,Provincial capital,0,0, , ,POINT (3309751.585767546 -289530.1765525904),Butare,50220,2012,0,2011568,,,,Inland perennial,RW,0.01653707460612128,1.0995209982720503e-05,17.653045354525226,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,1074.9076197885165,6,inland
2424,SOM-JHO,Jubbada Hoose,SO,Somalia,Provincial capital,0,0, , ,POINT (4735420.301120197 -38516.32664730123),Kismaayo,150700,2022,0,2742820,Indian Ocean,,,Ocean or Sea,,1.1596042260507828,0.06140735938297149,2.2241064009704514,2742820,Indian Ocean,,,Ocean or Sea,,1.1596042260507828,0.06140735938297149,2.2241064009704514,5,coast
2425,TZA-KLM,Kilimanjaro,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4157003.556745639 -371906.3400171159),Moshi,140793,2022,0,2038799,,,,Inland perennial,TZ,0.8010912550078136,0.008774455199274429,30.483832205269994,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,254.53776676020874,5,inland
2426,TZA-ARS,Arusha,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4082531.153330516 -374917.1353276462),Arusha,617631,2022,0,2038806,,,,Inland perennial,TZ,0.023749943119334118,3.87805196120597e-05,12.634861711844701,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,316.2563081515474,3,inland
2427,KEN-COA,Coast,KE,Kenya,Provincial capital,1411000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (4414362.319343761 -451325.3126267015),Mombasa,1208333,2019,0,2255573,,,,Inland perennial,KE,0.9794600116466113,0.0023368499208155278,0.9339280818365703,2803309,Indian Ocean,,,Ocean or Sea,,0.5262900691240857,0.012408362395220609,3.528301851080194,2,coast
2428,TZA-PNR,Pemba North,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4419965.806870263 -563790.7697364717),Wete,35951,2022,0,2742853,Indian Ocean,,,Ocean or Sea,,1.589782479571488,0.05383576660802885,0.0,2742853,Indian Ocean,,,Ocean or Sea,,1.589782479571488,0.05383576660802885,0.0,7,coast
2429,TZA-TAN,Tanga,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4352480.478837745 -565015.8313383373),Tanga,393429,2022,0,2802282,Indian Ocean,,,Ocean or Sea,,1.3123222869786577,0.04225908932309711,0.18736987729864144,2802282,Indian Ocean,,,Ocean or Sea,,1.3123222869786577,0.04225908932309711,0.18736987729864144,4,coast
2430,TZA-PSO,Pemba South,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4415676.771097687 -596426.1664211175),Mkoani,,,0,2758254,Indian Ocean,,,Ocean or Sea,,1.5898029055092326,0.04782593484137322,1.3282773967123993,2758254,Indian Ocean,,,Ocean or Sea,,1.5898029055092326,0.04782593484137322,1.3282773967123993,0,coast
2431,TZA-LIN,Lindi,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4420163.175428312 -1119115.7183031),Lindi,119016,2023,0,2257268,,,,Inland perennial,TZ,0.4614589381899739,0.000935055926872469,1.21396383384995,2742963,Indian Ocean,,,Ocean or Sea,,0.12100849153104061,0.0006973710829893705,1.4239826827233797,5,coast
2432,TZA-MTW,Mtwara,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4473262.575639601 -1149988.716482565),Mtwara,107018,2010,0,2268960,Indian Ocean,,,Ocean or Sea,,1.6486008808588848,0.029638948244004433,1.2333486748800633,2268960,Indian Ocean,,,Ocean or Sea,,1.6486008808588848,0.029638948244004433,1.2333486748800633,5,coast
2433,TZA-ZNR,Zanzibar North,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4370403.032371297 -655598.4752921808),Mkokotoni,64359,2011,0,2620859,Indian Ocean,,,Ocean or Sea,,1.1721927223672743,0.03568188343251178,0.5964487402925012,2620859,Indian Ocean,,,Ocean or Sea,,1.1721927223672743,0.03568188343251178,0.5964487402925012,6,coast
2434,TZA-ZCN,Zanzibar Central/South,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4372996.879656857 -684063.7499472537),Koani,70385,2021,0,2421126,Indian Ocean,,,Ocean or Sea,,0.7545314434418541,0.03150823918524612,7.662986631675641,2421126,Indian Ocean,,,Ocean or Sea,,0.7545314434418541,0.03150823918524612,7.662986631675641,6,coast
2435,TZA-ZUR,Zanzibar Urban/West,TZ,Tanzania,Provincial capital,1303569,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (4364058.150875424 -687724.6213846168),Zanzibar,709809,2022,0,2802352,Indian Ocean,,,Ocean or Sea,,1.3108443465073631,0.03972543084943728,1.0362698369275434,2802352,Indian Ocean,,,Ocean or Sea,,1.3108443465073631,0.03972543084943728,1.0362698369275434,3,coast
2436,TZA-DOD,Dodoma,TZ,Tanzania,Provincial capital,2083588,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (3978336.120890551 -688732.3344121146),Dodoma,765179,2022,0,2038680,,,,Inland perennial,TZ,0.15979703385587016,0.00044103209822840886,29.398084863408577,2743025,Indian Ocean,,,Ocean or Sea,,0.8079090859981402,0.03943431309069628,338.80770196235846,3,inland
2437,TZA-PWA,Pwani,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4332187.494657789 -755023.2552483799),Kibaha,114459,2019,0,2804243,Indian Ocean,,,Ocean or Sea,,0.9803572047449622,0.039136313541805086,31.65064837621901,2804243,Indian Ocean,,,Ocean or Sea,,0.9803572047449622,0.039136313541805086,31.65064837621901,5,inland
2438,TZA-DES,Dar es Salaam,TZ,Tanzania,National and provincial capital,4364541,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (4369662.63316601 -760701.6688919978),Dar es Salaam,5383728,2022,1,2268973,Indian Ocean,,,Ocean or Sea,,0.12177265802623559,0.00028794564954948105,3.6716158492091204,2268973,Indian Ocean,,,Ocean or Sea,,0.12177265802623559,0.00028794564954948105,3.6716158492091204,1,coast
2439,TZA-MRG,Morogoro,TZ,Tanzania,Provincial capital,0,0, , ,POINT (4192403.82006252 -761222.3167325855),Morogoro,16300,2020,0,2038669,,,,Inland perennial,TZ,0.05622933307211957,0.00017934359501873493,6.450698310225823,2268972,Indian Ocean,,,Ocean or Sea,,0.14696129952424622,0.00017959207160837134,140.61464189055405,7,inland
2440,TZA-IRN,Iringa,TZ,Tanzania,Provincial capital,0,0, , ,POINT (3973215.536050342 -868402.2145483787),Iringa,879293,2023,0,2038609,,,,Inland perennial,TZ,0.018172513158700672,1.4724849613415906e-05,44.72334494880344,2268972,Indian Ocean,,,Ocean or Sea,,0.14696129952424622,0.00017959207160837134,383.99075806919564,3,inland
2441,TZA-RUV,Ruvuma,TZ,Tanzania,Provincial capital,0,0, , ,POINT (3968650.987476364 -1196064.011468055),Songea,70362,2019,0,2038554,,,,Inland perennial,TZ,0.013357503657543242,1.1482174410177291e-05,67.45859568476078,2743037,Indian Ocean,,,Ocean or Sea,,0.05985171634985102,4.1713317230792855e-05,456.8565389347136,6,inland
2442,KEN-NYN,Nyanza,KE,Kenya,Provincial capital,0,0, , ,POINT (3868018.610408302 -10575.80924548254),Kisumu,397957,2019,0,2222319,Lake Victoria,,,Inland perennial,KE,9.38254670129829,0.31554094357898366,0.0,2623788,Indian Ocean,,,Ocean or Sea,,0.8110668301745592,0.03805433617095974,673.786698843053,4,inland
2443,KEN-RVL,Rift Valley,KE,Kenya,Provincial capital,0,0, , ,POINT (4015183.084316664 -31169.47876208591),Nakuru,570674,2019,0,2221843,Lake Nakuru,,,Inland perennial,KE,0.24816407495240608,0.0033161549020403404,4.653244883203409,2623788,Indian Ocean,,,Ocean or Sea,,0.8110668301745592,0.03805433617095974,534.380877363269,3,inland
2444,KEN-CNT,Central,KE,Kenya,Provincial capital,0,0, , ,POINT (4113366.886494981 -46420.30808779482),Nyeri,80081,2019,0,2214696,Kigoini Dam,,,Inland perennial,KE,0.019918930681917066,1.6881287511557286e-05,18.836644332437753,2623788,Indian Ocean,,,Ocean or Sea,,0.8110668301745592,0.03805433617095974,443.81461677643307,6,inland
2445,KEN-EST,Eastern,KE,Kenya,Provincial capital,0,0, , ,POINT (4168803.650658457 -58331.9978631177),Embu,64979,2019,0,2225765,Masinga Reservoir,,,Inland perennial,KE,1.7618214357725015,0.00563779197426749,35.36422041758364,2623788,Indian Ocean,,,Ocean or Sea,,0.8110668301745592,0.03805433617095974,392.29653514128086,6,inland
2446,KEN-NAR,Nairobi Area,KE,Kenya,National and provincial capital,4397073,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (4097002.244008185 -141387.2139429134),Nairobi,4828000,2019,1,1290957,,,,Inland perennial,KE,0.01859445184014262,1.0375330958994939e-05,18.9904917194264,2623788,Indian Ocean,,,Ocean or Sea,,0.8110668301745592,0.03805433617095974,411.03828694451516,2,inland
2447,TZA-MAR,Mara,TZ,Tanzania,Provincial capital,0,0, , ,POINT (3762932.895703807 -166552.6599488955),Musoma,164172,2022,0,2222320,Lake Victoria,,,Inland perennial,TZ,34.41320183264277,2.806566089789486,0.38112762496699565,2758334,Indian Ocean,,,Ocean or Sea,,0.06983401681692519,5.206371705001834e-05,697.0348835928148,5,inland
2448,TZA-SNG,Singida,TZ,Tanzania,Provincial capital,0,0, , ,POINT (3867683.982831566 -536858.5768584857),Singida,4660,2024,0,2222167,Lake Singida,,,Inland perennial,TZ,0.16364675807546136,0.0006592271574523957,1.142913736247316,2620858,Indian Ocean,,,Ocean or Sea,,0.7764670370852906,0.035598965631226054,468.41500298381146,7,inland
2449,MWI-NRT,Northern,MI,Malawi,Provincial capital,221272,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (3787422.734186811 -1284881.543267715),Mzuzu,221272,2018,0,1310463,,,,Inland perennial,MW,0.04325644202444218,4.8369105768465814e-05,4.0672649500250655,2742963,Indian Ocean,,,Ocean or Sea,,0.12100849153104061,0.0006973710829893705,654.840665724113,5,inland
2450,MOZ-NIA,Niassa,MZ,Mozambique,Provincial capital,0,0, , ,POINT (3922152.952094332 -1494027.685401558),Lichinga,242204,2017,0,1315392,,,,Inland perennial,MZ,0.030249854247010096,1.8011143527191164e-05,7.5526656957444285,2743331,Indian Ocean,,,Ocean or Sea,,0.6828573221874065,0.0011296617261230646,542.5841424713204,5,inland
2451,MWI-CNT,Central,MI,Malawi,National and provincial capital,989318,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (3759704.849487126 -1572266.603342588),Lilongwe,1637583,2018,1,1310445,,,,Inland perennial,MW,0.019441611822366877,1.3670899475989445e-05,19.718797418020586,2743291,Indian Ocean,,,Ocean or Sea,,0.13352552263546885,0.00013887313270328675,579.8915277213501,2,inland
2452,MOZ-NMP,Nampula,MZ,Mozambique,Provincial capital,0,0, , ,POINT (4370069.399558634 -1702456.589765602),Nampula,663212,2017,0,1315371,,,,Inland perennial,MZ,0.07462642494970692,6.765768342813523e-05,9.33475152415556,2270071,Indian Ocean,,,Ocean or Sea,,0.15884832438326835,0.00017773029276115193,134.9421545863811,3,inland
2453,MWI-STH,Southern,MI,Malawi,Provincial capital,800264,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (3895514.073232892 -1780763.602381011),Blantyre,800264,2018,0,1310430,,,,Inland perennial,MW,0.022334069923410395,1.5889032562138637e-05,4.922381919073856,2488437,Indian Ocean,,,Ocean or Sea,,0.6863100457620381,0.024590851384357914,335.6323896879635,3,inland
2454,MOZ-ZMB,Zambezia,MZ,Mozambique,Provincial capital,0,0, , ,POINT (4105907.924516974 -2023273.125303048),Quelimane,246915,2017,0,2256004,,,,Inland perennial,MZ,2.3021511322448642,0.00485259919473903,0.4521761937471718,2488436,Indian Ocean,,,Ocean or Sea,,0.9574619200858345,0.04867574297184528,18.674723358080687,5,inland
2455,MOZ-SOF,Sofala,MZ,Mozambique,Provincial capital,0,0, , ,POINT (3877926.147276055 -2252547.929137283),Beira,592090,2017,0,2256000,,,,Inland perennial,MZ,1.9979229558089624,0.010317521522651736,0.1218925563013162,2487806,Indian Ocean,,,Ocean or Sea,,1.081092038761965,0.02842063442119641,2.475420752478298,3,coast
2456,SWZ-HHH,Hhohho,WZ,Eswatini,Provincial capital,0,0, , ,POINT (3478400.273817301 -2994251.924802664),Piggs Peak,5389,2017,0,2034071,,,,Inland perennial,SZ,0.01471098954106612,7.634034550652051e-06,5.787291197529698,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,146.17081967634695,7,inland
2457,MOZ-MAP,Maputo,MZ,Mozambique,National and provincial capital,1507000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (3626120.802413455 -2994375.617800983),Maputo,1080277,2017,1,2255993,,,,Inland perennial,MZ,0.864104229503098,0.0029266910663090988,1.8144596750902688,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,1.9436681533751234,2,coast
2458,SWZ-HHH,Hhohho,WZ,Eswatini,National capital,0,0, , ,POINT (3472199.669953191 -3036704.873815354),Mbabane,60691,2017,1,2034069,,,,Inland perennial,SZ,0.10706838911758021,0.0001472265530852796,13.616735030589611,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,157.16325398376543,6,inland
2459,SWZ-LBM,Lubombo,WZ,Eswatini,Provincial capital,0,0, , ,POINT (3556880.194776099 -3055544.165432713),Siteki,3663,2017,0,2034068,,,,Inland perennial,SZ,0.03233185191841589,3.0003041186952697e-05,11.124458507109004,2744742,Indian Ocean,,,Ocean or Sea,,0.5328757699308009,0.008847293871407614,87.87883602150441,7,inland
2460,SWZ-MNZ,Manzini,WZ,Eswatini,Provincial capital,0,0, , ,POINT (3494096.655914686 -3060519.244869508),Manzini,30248,2017,0,2034067,,,,Inland perennial,SZ,0.02927035447270802,2.5767257296549933e-05,11.05340320329437,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,144.4064191058076,7,inland
2461,SWZ-SHS,Shiselweni,WZ,Eswatini,Provincial capital,0,0, , ,POINT (3497290.640673134 -3123471.743199666),Hlatikulu,2076,1997,0,2224684,Lubovane Dam Reservoir,,,Inland perennial,SZ,0.3230976718784922,0.001167093577745315,39.23645087947373,2744758,Indian Ocean,,,Ocean or Sea,,0.32038374136774794,0.0026124595653150896,153.53051302004758,7,inland
2462,ZAF-ECP,Eastern Cape,SF,South Africa,Other,1309000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (2836899.442884398 -4012910.976548554),Port Elizabeth,279593,2022,0,2244092,Soutpan,,,Inland perennial,ZA,0.09175954036259722,0.0003363545017290242,4.740833271500999,2803646,Indian Ocean,,,Ocean or Sea,,0.27308399165686104,0.003237024131575592,15.219080179077302,4,inland
2463,ZAF-MPM,Mpumalanga,SF,South Africa,Provincial capital,0,0, , ,POINT (3449234.694244334 -2933092.166072935),Nelspruit,58670,2011,0,2192732,,,,Inland perennial,ZA,0.020881348075798042,1.263043438971364e-05,4.6896078043203335,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,186.5603681736931,6,inland
2464,BWA-KGT,Kgatleng,BC,Botswana,Provincial capital,0,0, , ,POINT (2911227.587089307 -2799415.447791677),Mochudi,50321,2022,0,72122,,,,Inland perennial,BW,0.041917886819804275,9.985594670362855e-05,9.1048583318419,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,740.1577840442133,6,inland
2465,BWA-KWN,Kweneng,BC,Botswana,Provincial capital,0,0, , ,POINT (2840873.893733879 -2802470.269839382),Molepolole,74861,2022,0,72120,,,,Inland perennial,BW,0.03287687066516683,3.5427186936565773e-05,14.165918472621948,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,807.4409763081353,6,inland
